Detection method: Serial
Clock = 572368319.000000, Chrono = 630752219, TimeR = 631.000000
Clock = 572368325.000000, Chrono = 630752222, TimeR = 631.000000

GPU use = 0
clockPerSec,1000000
FPS=0.873563
transTime, feedNetTime, netTime, transClock, feedNetClock, netClock
11601, 4061, 579925, 11474, 3966, 261183
12803, 2487, 665982, 11652, 2446, 287552
11501, 3840, 676399, 18912, 3843, 287363
12596, 17383, 638865, 20812, 5473, 269692
11416, 3039, 673987, 18846, 3021, 281548
13073, 4132, 645026, 21765, 3610, 278598
12204, 4133, 657734, 20158, 4117, 278609
12529, 4067, 837287, 19131, 3861, 292760
21108, 2873, 738447, 28377, 2811, 287727
13590, 26807, 644103, 23319, 12433, 276112
11126, 4042, 686641, 11104, 3938, 294377
13125, 3387, 850266, 11598, 3417, 311611
11480, 16638, 736592, 11473, 4440, 282919
14209, 2267, 811699, 20441, 2268, 285894
12125, 2948, 804943, 19485, 2932, 291325
12174, 4377, 776440, 17844, 4248, 298977
11881, 3385, 731719, 18763, 3365, 290545
12627, 3040, 651156, 16366, 3021, 292254
12579, 3163, 693492, 20726, 2860, 283458
12307, 8369, 778119, 20390, 6130, 300677
12252, 4101, 737419, 18722, 4102, 298095
13108, 17474, 725202, 20182, 4664, 276861
12357, 3812, 676578, 12348, 3814, 282723
11448, 3390, 693778, 11440, 3328, 283413
11301, 3804, 722068, 11292, 3806, 284866
12828, 4183, 792919, 16745, 4100, 292266
12961, 3246, 719528, 21400, 3225, 285045
12334, 3414, 718771, 20732, 3333, 282050
11460, 5016, 668525, 16625, 4607, 286669
11113, 3998, 790762, 14901, 3855, 276819
12277, 3349, 809525, 13149, 3350, 292915
11893, 4041, 714971, 19546, 3890, 277932
11406, 2234, 802171, 12756, 2235, 296003
13124, 3378, 609324, 21527, 3357, 281916
16953, 3688, 688500, 18594, 3690, 280586
11739, 3743, 712350, 11729, 3659, 302681
11110, 3874, 674105, 10568, 3709, 287292
11200, 3109, 654021, 10427, 3110, 289282
27163, 20303, 674582, 36642, 6632, 290284
21651, 4108, 743365, 31114, 4110, 296401
12214, 3430, 748229, 20195, 3129, 287023
11892, 3476, 666806, 19280, 3381, 293424
11820, 3659, 799498, 15807, 2334, 274707
11279, 4127, 701457, 11271, 4035, 272226
11337, 4161, 785633, 11328, 4162, 299779
10607, 3516, 630988, 10598, 3374, 270313
12336, 3820, 678864, 18548, 3822, 291323
11240, 3258, 813989, 18846, 3261, 285317
12164, 3444, 767767, 18216, 3352, 312488
11436, 3916, 738702, 17324, 3917, 288668
11983, 3437, 752564, 19950, 3438, 295499
11574, 6464, 536264, 18382, 4236, 266294
11790, 2227, 599863, 19418, 2228, 267562
13540, 3194, 798256, 19925, 2809, 284696
12202, 4068, 824368, 20060, 4070, 285793
11504, 3464, 711330, 19118, 3455, 267525
12700, 2746, 753955, 19373, 2747, 289092
13454, 3698, 794579, 18152, 3699, 290705
12670, 4464, 741376, 17126, 4313, 283614
13186, 3913, 580967, 21819, 3914, 265305
12460, 2084, 615384, 19315, 2085, 281679
11166, 3924, 683946, 15997, 3926, 282168
12542, 3341, 803741, 19661, 3342, 311982
11741, 3727, 776649, 19390, 3648, 284058
12577, 3116, 822101, 19342, 3117, 295708
12207, 3852, 820073, 20200, 3610, 296874
12238, 4139, 778421, 20473, 4123, 293955
11764, 4109, 637971, 13931, 3456, 275750
11497, 4425, 664912, 19099, 4309, 276935
11527, 2846, 831043, 14016, 2848, 294929
11323, 3240, 568351, 11811, 3221, 266207
12092, 2279, 677304, 12788, 2232, 296573
11753, 4234, 642782, 11745, 3745, 259273
11311, 3851, 637221, 14606, 3709, 283703
11406, 24260, 699933, 11396, 9207, 280104
12397, 16253, 844075, 20600, 10903, 284762
11482, 2924, 777675, 19044, 2907, 302446
13014, 3909, 897297, 21656, 3911, 307986
11923, 3885, 912985, 19423, 3722, 284657
11825, 3763, 772597, 12880, 3709, 313775
12236, 5030, 931353, 20228, 4868, 299772
11235, 3462, 754579, 15925, 3446, 285179
11692, 3661, 742774, 19309, 3538, 285124
11610, 3909, 795681, 19201, 3911, 291072
10461, 4001, 827923, 11629, 3909, 303622
13200, 2910, 653373, 22952, 2912, 301235
13247, 3649, 729479, 11611, 3651, 277937
10013, 3157, 781078, 9892, 3048, 292964
20579, 2975, 609996, 30011, 2927, 263016
20693, 3218, 711730, 30113, 3118, 282115
22902, 3504, 792030, 33546, 3466, 293389
16867, 3919, 775446, 22862, 3682, 308182
12097, 10257, 716065, 11455, 3983, 281656
12007, 3490, 700981, 11459, 3378, 280612
12917, 3887, 769274, 14464, 3869, 294060
13256, 5459, 749191, 12827, 5158, 292836
27989, 3228, 659492, 42314, 3211, 297890
19308, 5839, 829435, 27910, 5424, 307763
21033, 3651, 810473, 27146, 3652, 295923
16486, 2853, 581974, 21978, 2836, 272360
11643, 3678, 643954, 11282, 3662, 272690
13132, 3902, 783707, 15083, 3904, 288202
11398, 3980, 594379, 10715, 3960, 279714
26823, 3895, 757688, 40966, 3896, 293003
24796, 4032, 801754, 35681, 3674, 289169
14095, 6045, 699128, 16325, 5773, 274970
12662, 4054, 712588, 15860, 3864, 282995
13382, 3095, 633509, 12331, 3047, 278462
12230, 5402, 569461, 11562, 5248, 274383
28025, 13060, 716989, 42774, 2647, 286412
26191, 2542, 710684, 38820, 2525, 283811
27200, 4720, 758134, 41654, 4723, 287938
12923, 3421, 737122, 21979, 3349, 280389
14183, 2730, 741685, 14546, 2712, 312883
12234, 7578, 841576, 11484, 4077, 298215
21249, 4114, 697117, 31568, 4116, 279051
22862, 3327, 718676, 32517, 3214, 278613
22017, 3901, 647136, 31890, 3902, 282374
16685, 6155, 831699, 21788, 6085, 308117
12393, 4255, 896109, 11400, 4230, 313073
12090, 3771, 738268, 11458, 3662, 273156
12161, 3726, 670336, 11415, 3702, 286007
17966, 3908, 788186, 19579, 3793, 291689
20163, 3808, 820497, 28017, 3718, 301211
22161, 3930, 774566, 32824, 3844, 307385
13856, 2594, 733462, 15665, 2595, 289603
11779, 4231, 708227, 13193, 4155, 281325
12427, 4385, 875097, 12931, 4277, 285347
11265, 3469, 697125, 10760, 3445, 289864
11902, 3209, 766732, 10983, 3191, 283925
19939, 9772, 761239, 23925, 6458, 279810
19449, 5156, 771809, 24477, 5159, 291854
17219, 3900, 745749, 21665, 3883, 284091
13331, 4067, 761114, 13947, 4068, 291196
10592, 4405, 699083, 10317, 4292, 273415
11595, 3923, 690117, 11956, 3926, 298732
11540, 3274, 803000, 11359, 3221, 287423
11640, 4082, 800580, 11188, 3922, 270682
12573, 3437, 717576, 12323, 3377, 279068
20997, 2345, 793146, 29654, 2347, 267605
16359, 2520, 843537, 19429, 2479, 301504
23055, 18988, 637759, 34663, 6404, 268427
13018, 3228, 716354, 18882, 2951, 275337
14868, 4031, 651684, 14472, 3931, 303127
16257, 3704, 733850, 21564, 3458, 282825
23530, 2233, 636589, 33256, 2234, 282769
23469, 3639, 791126, 32180, 3641, 297125
13530, 3049, 620352, 16511, 3030, 263698
12935, 3588, 751573, 19229, 3567, 286730
12108, 3355, 636202, 11676, 3228, 266261
11060, 4261, 714932, 10598, 4035, 294437
12585, 3897, 701045, 11394, 3861, 296452
22785, 3462, 630570, 33491, 3443, 275391
26995, 5798, 850789, 40514, 5528, 284052
27912, 3638, 657413, 42857, 3575, 281650
12821, 14583, 801326, 14652, 3853, 291505
11401, 3790, 664551, 15845, 3419, 283482
12634, 29895, 779831, 12739, 13580, 277878
10299, 18973, 764805, 10055, 6536, 280894
12261, 2745, 567193, 11636, 2617, 263194
11121, 3394, 684578, 10575, 3133, 288724
24987, 3595, 734341, 38074, 3280, 269606
22045, 2412, 589166, 31581, 2414, 264403
28352, 2814, 741501, 42800, 2729, 287013
12834, 4775, 779779, 22234, 4750, 292227
13885, 3359, 724431, 15212, 3161, 288965
22636, 4171, 775155, 32611, 4173, 300923
11162, 2739, 758526, 18800, 2719, 278890
11471, 3885, 768284, 19022, 3747, 297351
11817, 20218, 851050, 19560, 8986, 322527
11403, 2285, 624292, 18892, 2287, 277980
12048, 4107, 775544, 11509, 4110, 301654
13022, 3110, 873879, 11392, 3060, 319224
12528, 3932, 708196, 17023, 3934, 287465
11292, 14320, 704538, 17732, 2511, 289061
11861, 3062, 701588, 16052, 2992, 288806
11523, 3820, 742860, 18932, 3803, 283971
11459, 3229, 692825, 18971, 2925, 287208
11596, 3884, 683609, 19211, 3886, 275663
11662, 2874, 760112, 14102, 2855, 288002
12024, 3275, 677225, 20054, 3121, 299898
11426, 10417, 744150, 18564, 3882, 296756
11578, 3723, 689281, 19452, 3708, 282282
12390, 3992, 789162, 20572, 3930, 304036
11852, 4645, 700289, 19659, 4110, 293148
10068, 11282, 631287, 10058, 10873, 281321
13965, 2596, 636216, 17310, 2598, 283735
9755, 4186, 672135, 9748, 4067, 294613
11215, 3897, 771628, 11207, 3156, 287206
13558, 4285, 728531, 22845, 3908, 280817
11881, 3751, 733377, 11872, 3670, 293215
12032, 3922, 705940, 20253, 3924, 299788
11535, 11772, 714518, 19451, 4655, 278029
11213, 3854, 735629, 17902, 3386, 274958
11372, 3140, 781734, 18880, 2768, 285821
11612, 2596, 696485, 18424, 2598, 281579
11146, 4007, 798044, 18418, 3824, 294366
11330, 2708, 785752, 18969, 2709, 297107
12137, 3505, 642053, 19905, 3379, 261636
12049, 3405, 715181, 19930, 3382, 293995
11912, 2213, 597247, 19780, 2214, 269734
11209, 3120, 812712, 16851, 3102, 306295
11614, 2431, 654091, 12421, 2415, 290305
10691, 3586, 850743, 10683, 3588, 309419
11530, 3703, 643444, 11521, 3529, 287611
11979, 5152, 785499, 19677, 3703, 281405
11834, 11935, 709309, 13891, 3883, 295008
13002, 3953, 718606, 21544, 3725, 272503
12438, 2585, 651878, 20531, 2587, 266364
12761, 3812, 676751, 17011, 3813, 287190
12509, 3350, 798089, 20661, 3352, 290898
12647, 2525, 800441, 20794, 2503, 277210
12689, 3827, 802545, 21049, 3830, 313520
12810, 3915, 785681, 21046, 3852, 301816
12880, 2802, 752147, 21399, 2704, 284262
11172, 4783, 881160, 11396, 4784, 279805
11541, 3196, 698247, 13690, 3101, 284478
14539, 2420, 789041, 16776, 2421, 318031
19046, 3364, 692111, 21890, 3365, 287318
13035, 3111, 718883, 17307, 3060, 278997
11976, 3035, 678931, 17278, 3014, 272352
11813, 2896, 824051, 19503, 2898, 283064
12031, 3392, 793053, 19822, 3371, 281336
12289, 4088, 742385, 16389, 4068, 278839
12255, 4273, 695978, 20154, 4078, 286901
11434, 6772, 577350, 15933, 6739, 266367
11501, 3357, 790011, 18339, 3359, 295082
12048, 3438, 635324, 19933, 3421, 279711
13844, 4889, 685204, 14351, 4745, 290530
12774, 3735, 712675, 16138, 3673, 290730
10378, 3850, 711054, 10369, 3851, 300198
11507, 15822, 675691, 14948, 3905, 278308
12500, 4604, 802298, 20606, 4407, 301042
12562, 3702, 576037, 18165, 3685, 265385
12089, 4291, 690466, 20055, 4019, 281029
12406, 2219, 786196, 20046, 2221, 282706
15542, 2757, 762401, 22375, 2686, 287509
12363, 21455, 735087, 20402, 7856, 279576
14623, 3670, 696466, 22779, 3547, 262824
11887, 2227, 697751, 19689, 2228, 281590
12877, 4030, 831885, 23784, 3799, 295078
15806, 4014, 751712, 18040, 3944, 298763
14639, 3897, 834116, 20822, 3674, 293397
15282, 3604, 709694, 11674, 3537, 299854
12057, 3478, 783746, 19241, 3375, 290502
12191, 4069, 782933, 19053, 4070, 305442
15036, 3084, 614337, 19304, 3024, 257666
11875, 2232, 611099, 17487, 2233, 286318
13451, 3022, 815234, 17585, 3002, 288983
15582, 2898, 660019, 21132, 2837, 283023
12829, 2624, 806922, 21303, 2466, 286261
14036, 3670, 617867, 21413, 3595, 256832
14379, 3118, 798584, 21267, 2960, 282131
11504, 3660, 683230, 11374, 3640, 297698
14193, 16879, 688846, 16973, 3858, 280314
15227, 3588, 833970, 18106, 3589, 294552
13214, 3198, 799035, 16963, 3037, 285959
13543, 3564, 780264, 20988, 3461, 295299
12026, 3129, 660363, 19957, 3079, 286867
----------------

